

New occurence at: 2021-03-01 11:25:19.740186, Trojan name: HT1_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec 
rbf  , 0.0007  , 0.01  ,  0.8768  , 0.87844  , 0.89093  , 0.86645  , 405.0  ,  4443   , 557  , 681  , 4319
rbf  , 0.0007  , 0.011  ,  0.8755  , 0.87601  , 0.88035  , 0.8719  , 432.0  ,  4405   , 595  , 637  , 4363
rbf  , 0.0008  , 0.001  ,  0.618  , 0.71883  , 0.97709  , 0.56866  , 83.0  ,  4905   , 95  , 3671  , 1329
rbf  , 0.0008  , 0.002  ,  0.7672  , 0.80515  , 0.96135  , 0.69299  , 143.0  ,  4820   , 180  , 2019  , 2981
rbf  , 0.0008  , 0.003  ,  0.8311  , 0.84954  , 0.95358  , 0.76618  , 179.0  ,  4790   , 210  , 1393  , 3607
rbf  , 0.0008  , 0.004  ,  0.852  , 0.86414  , 0.9416  , 0.79864  , 214.0  ,  4733   , 267  , 1176  , 3824
rbf  , 0.0008  , 0.005  ,  0.862  , 0.8712  , 0.9338  , 0.81656  , 248.0  ,  4688   , 312  , 1037  , 3963
rbf  , 0.0008  , 0.006  ,  0.8693  , 0.87649  , 0.92802  , 0.83049  , 281.0  ,  4637   , 363  , 909  , 4091
rbf  , 0.0008  , 0.007  ,  0.8722  , 0.87775  , 0.91819  , 0.84082  , 313.0  ,  4588   , 412  , 827  , 4173
rbf  , 0.0008  , 0.008  ,  0.8746  , 0.87875  , 0.90935  , 0.85023  , 346.0  ,  4555   , 445  , 767  , 4233
rbf  , 0.0008  , 0.009  ,  0.8766  , 0.87943  , 0.90073  , 0.85926  , 378.0  ,  4504   , 496  , 721  , 4279
rbf  , 0.0008  , 0.01  ,  0.8755  , 0.87719  , 0.88975  , 0.86513  , 408.0  ,  4447   , 553  , 682  , 4318
rbf  , 0.0008  , 0.011  ,  0.8765  , 0.877  , 0.88132  , 0.87291  , 436.0  ,  4403   , 597  , 629  , 4371
rbf  , 0.0009  , 0.001  ,  0.6184  , 0.71905  , 0.97709  , 0.56894  , 82.0  ,  4902   , 98  , 3656  , 1344
rbf  , 0.0009  , 0.002  ,  0.7674  , 0.80547  , 0.96235  , 0.69297  , 144.0  ,  4817   , 183  , 2008  , 2992
rbf  , 0.0009  , 0.003  ,  0.8304  , 0.84885  , 0.95238  , 0.76584  , 181.0  ,  4790   , 210  , 1392  , 3608
rbf  , 0.0009  , 0.004  ,  0.8519  , 0.86408  , 0.94181  , 0.79836  , 215.0  ,  4730   , 270  , 1170  , 3830
rbf  , 0.0009  , 0.005  ,  0.8628  , 0.8719  , 0.9342  , 0.81749  , 249.0  ,  4690   , 310  , 1038  , 3962
rbf  , 0.0009  , 0.006  ,  0.8688  , 0.876  , 0.92742  , 0.83007  , 284.0  ,  4636   , 364  , 906  , 4094
rbf  , 0.0009  , 0.007  ,  0.8722  , 0.87764  , 0.9172  , 0.84149  , 316.0  ,  4594   , 406  , 823  , 4177
rbf  , 0.0009  , 0.008  ,  0.8749  , 0.87897  , 0.90915  , 0.85082  , 348.0  ,  4545   , 455  , 769  , 4231
rbf  , 0.0009  , 0.009  ,  0.8763  , 0.87917  , 0.90056  , 0.85893  , 384.0  ,  4502   , 498  , 717  , 4283
rbf  , 0.0009  , 0.01  ,  0.8767  , 0.8785  , 0.8923  , 0.86527  , 412.0  ,  4455   , 545  , 679  , 4321
rbf  , 0.0009  , 0.011  ,  0.8765  , 0.87708  , 0.88175  , 0.87262  , 440.0  ,  4410   , 590  , 630  , 4370
rbf  , 0.001  , 0.001  ,  0.6183  , 0.719  , 0.97709  , 0.56887  , 83.0  ,  4903   , 97  , 3667  , 1333
rbf  , 0.001  , 0.002  ,  0.7677  , 0.80564  , 0.96233  , 0.69319  , 146.0  ,  4821   , 179  , 2012  , 2988
rbf  , 0.001  , 0.003  ,  0.8313  , 0.84979  , 0.95419  , 0.76622  , 182.0  ,  4791   , 209  , 1389  , 3611
rbf  , 0.001  , 0.004  ,  0.8526  , 0.8646  , 0.94141  , 0.79954  , 216.0  ,  4729   , 271  , 1175  , 3825
rbf  , 0.001  , 0.005  ,  0.8621  , 0.8713  , 0.93399  , 0.81659  , 250.0  ,  4688   , 312  , 1034  , 3966
rbf  , 0.001  , 0.006  ,  0.8692  , 0.87642  , 0.92822  , 0.8302  , 287.0  ,  4642   , 358  , 913  , 4087
rbf  , 0.001  , 0.007  ,  0.8719  , 0.8773  , 0.91657  , 0.84136  , 316.0  ,  4596   , 404  , 827  , 4173
rbf  , 0.001  , 0.008  ,  0.8751  , 0.87927  , 0.91018  , 0.85051  , 350.0  ,  4561   , 439  , 765  , 4235
rbf  , 0.001  , 0.009  ,  0.8775  , 0.88031  , 0.90153  , 0.86021  , 384.0  ,  4499   , 501  , 715  , 4285
rbf  , 0.001  , 0.01  ,  0.877  , 0.8788  , 0.8925  , 0.86564  , 414.0  ,  4451   , 549  , 682  , 4318
rbf  , 0.001  , 0.011  ,  0.8769  , 0.87736  , 0.88115  , 0.87376  , 443.0  ,  4406   , 594  , 630  , 4370
rbf  , 0.0011  , 0.001  ,  0.6187  , 0.71926  , 0.97731  , 0.56913  , 83.0  ,  4901   , 99  , 3663  , 1337
rbf  , 0.0011  , 0.002  ,  0.766  , 0.80449  , 0.96216  , 0.69161  , 146.0  ,  4818   , 182  , 2009  , 2991
rbf  , 0.0011  , 0.003  ,  0.8306  , 0.84909  , 0.95281  , 0.76595  , 183.0  ,  4788   , 212  , 1393  , 3607
rbf  , 0.0011  , 0.004  ,  0.852  , 0.86413  , 0.94161  , 0.79862  , 216.0  ,  4733   , 267  , 1170  , 3830
rbf  , 0.0011  , 0.005  ,  0.8623  , 0.87149  , 0.93402  , 0.81691  , 250.0  ,  4688   , 312  , 1033  , 3967
rbf  , 0.0011  , 0.006  ,  0.8693  , 0.87657  , 0.9288  , 0.82998  , 287.0  ,  4640   , 360  , 905  , 4095
rbf  , 0.0011  , 0.007  ,  0.872  , 0.87735  , 0.9162  , 0.84178  , 318.0  ,  4583   , 417  , 827  , 4173
rbf  , 0.0011  , 0.008  ,  0.8758  , 0.87999  , 0.91119  , 0.85098  , 352.0  ,  4552   , 448  , 767  , 4233
rbf  , 0.0011  , 0.009  ,  0.8772  , 0.88008  , 0.90174  , 0.85958  , 385.0  ,  4506   , 494  , 718  , 4282
rbf  , 0.0011  , 0.01  ,  0.8774  , 0.87919  , 0.8929  , 0.86603  , 417.0  ,  4452   , 548  , 679  , 4321
rbf  , 0.0011  , 0.011  ,  0.8773  , 0.8779  , 0.88292  , 0.87312  , 446.0  ,  4405   , 595  , 628  , 4372
rbf  , 0.0012  , 0.001  ,  0.6181  , 0.71882  , 0.9767  , 0.56878  , 84.0  ,  4904   , 96  , 3659  , 1341
rbf  , 0.0012  , 0.002  ,  0.7667  , 0.80495  , 0.96214  , 0.69228  , 145.0  ,  4821   , 179  , 2016  , 2984
rbf  , 0.0012  , 0.003  ,  0.8303  , 0.8488  , 0.95241  , 0.76576  , 183.0  ,  4786   , 214  , 1389  , 3611
rbf  , 0.0012  , 0.004  ,  0.8525  , 0.86456  , 0.94182  , 0.79919  , 216.0  ,  4734   , 266  , 1170  , 3830
rbf  , 0.0012  , 0.005  ,  0.8625  , 0.87166  , 0.93421  , 0.81707  , 252.0  ,  4693   , 307  , 1036  , 3964
rbf  , 0.0012  , 0.006  ,  0.8693  , 0.8765  , 0.92822  , 0.83033  , 289.0  ,  4638   , 362  , 909  , 4091
rbf  , 0.0012  , 0.007  ,  0.8727  , 0.87818  , 0.9182  , 0.84161  , 319.0  ,  4593   , 407  , 829  , 4171
rbf  , 0.0012  , 0.008  ,  0.8751  , 0.87933  , 0.91058  , 0.85025  , 355.0  ,  4557   , 443  , 767  , 4233
rbf  , 0.0012  , 0.009  ,  0.8776  , 0.88051  , 0.90236  , 0.85982  , 387.0  ,  4506   , 494  , 720  , 4280
rbf  , 0.0012  , 0.01  ,  0.8763  , 0.87795  , 0.89051  , 0.86588  , 418.0  ,  4455   , 545  , 683  , 4317
rbf  , 0.0012  , 0.011  ,  0.8764  , 0.87695  , 0.88153  , 0.8726  , 447.0  ,  4407   , 593  , 625  , 4375
rbf  , 0.0013  , 0.001  ,  0.6189  , 0.71935  , 0.97729  , 0.56925  , 83.0  ,  4900   , 100  , 3658  , 1342
rbf  , 0.0013  , 0.002  ,  0.7673  , 0.80534  , 0.96194  , 0.69297  , 146.0  ,  4819   , 181  , 2000  , 3000
rbf  , 0.0013  , 0.003  ,  0.8304  , 0.849  , 0.95322  , 0.76555  , 182.0  ,  4787   , 213  , 1394  , 3606
rbf  , 0.0013  , 0.004  ,  0.8527  , 0.86476  , 0.9422  , 0.79926  , 218.0  ,  4730   , 270  , 1170  , 3830
rbf  , 0.0013  , 0.005  ,  0.8626  , 0.87178  , 0.93461  , 0.81697  , 251.0  ,  4692   , 308  , 1043  , 3957
rbf  , 0.0013  , 0.006  ,  0.8691  , 0.87638  , 0.9286  , 0.82981  , 289.0  ,  4638   , 362  , 908  , 4092
rbf  , 0.0013  , 0.007  ,  0.8728  , 0.87825  , 0.9182  , 0.84175  , 320.0  ,  4586   , 414  , 831  , 4169
rbf  , 0.0013  , 0.008  ,  0.8758  , 0.87998  , 0.911  , 0.85111  , 353.0  ,  4551   , 449  , 772  , 4228
rbf  , 0.0013  , 0.009  ,  0.8768  , 0.87974  , 0.90175  , 0.85893  , 386.0  ,  4500   , 500  , 719  , 4281
rbf  , 0.0013  , 0.01  ,  0.8767  , 0.87849  , 0.89211  , 0.86543  , 418.0  ,  4451   , 549  , 681  , 4319
rbf  , 0.0013  , 0.011  ,  0.8768  , 0.8774  , 0.88234  , 0.87267  , 447.0  ,  4403   , 597  , 628  , 4372
rbf  , 0.0014  , 0.001  ,  0.6184  , 0.71904  , 0.97708  , 0.56893  , 83.0  ,  4903   , 97  , 3660  , 1340
rbf  , 0.0014  , 0.002  ,  0.7669  , 0.80503  , 0.96174  , 0.69264  , 146.0  ,  4818   , 182  , 2014  , 2986
rbf  , 0.0014  , 0.003  ,  0.8306  , 0.8491  , 0.95301  , 0.76584  , 183.0  ,  4789   , 211  , 1390  , 3610
rbf  , 0.0014  , 0.004  ,  0.8521  , 0.86424  , 0.94182  , 0.79866  , 216.0  ,  4738   , 262  , 1169  , 3831
rbf  , 0.0014  , 0.005  ,  0.8625  , 0.87165  , 0.9342  , 0.81706  , 250.0  ,  4691   , 309  , 1037  , 3963
rbf  , 0.0014  , 0.006  ,  0.8694  , 0.87666  , 0.92882  , 0.83015  , 289.0  ,  4638   , 362  , 908  , 4092
rbf  , 0.0014  , 0.007  ,  0.8724  , 0.87793  , 0.91822  , 0.84115  , 322.0  ,  4594   , 406  , 831  , 4169
rbf  , 0.0014  , 0.008  ,  0.8759  , 0.88005  , 0.91097  , 0.85125  , 353.0  ,  4560   , 440  , 771  , 4229
rbf  , 0.0014  , 0.009  ,  0.8779  , 0.88078  , 0.90254  , 0.86017  , 388.0  ,  4512   , 488  , 719  , 4281
rbf  , 0.0014  , 0.01  ,  0.8768  , 0.87857  , 0.89193  , 0.86572  , 420.0  ,  4447   , 553  , 682  , 4318
rbf  , 0.0014  , 0.011  ,  0.877  , 0.87758  , 0.88233  , 0.87304  , 450.0  ,  4408   , 592  , 633  , 4367

Best params: nu = 0.0014  , gamma = 0.009  , F1_score = 0.88078  


New occurence at: 2021-03-02 11:47:31.416032, Trojan name: HT1_3 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0005  , 0.001  ,  0.678  , 0.75253  , 0.98061  , 0.61082  , 83.0  ,  4897   , 103  , 3105  , 1895
rbf  , 0.0005  , 0.002  ,  0.7827  , 0.81626  , 0.96671  , 0.70644  , 138.0  ,  4800   , 200  , 2084  , 2916
rbf  , 0.0005  , 0.003  ,  0.8336  , 0.85147  , 0.95569  , 0.76789  , 174.0  ,  4756   , 244  , 1439  , 3561
rbf  , 0.0005  , 0.004  ,  0.8565  , 0.86819  , 0.94728  , 0.80144  , 204.0  ,  4708   , 292  , 1190  , 3810
rbf  , 0.0005  , 0.005  ,  0.8653  , 0.87447  , 0.94025  , 0.81741  , 238.0  ,  4659   , 341  , 1069  , 3931
rbf  , 0.0005  , 0.006  ,  0.8705  , 0.87763  , 0.93105  , 0.83016  , 269.0  ,  4635   , 365  , 986  , 4014
rbf  , 0.0005  , 0.007  ,  0.8723  , 0.87801  , 0.92146  , 0.83865  , 296.0  ,  4574   , 426  , 925  , 4075
rbf  , 0.0005  , 0.008  ,  0.8744  , 0.8786  , 0.91174  , 0.84794  , 324.0  ,  4525   , 475  , 862  , 4138
rbf  , 0.0005  , 0.009  ,  0.8746  , 0.87776  , 0.90247  , 0.85451  , 354.0  ,  4487   , 513  , 815  , 4185
rbf  , 0.0005  , 0.01  ,  0.8759  , 0.87781  , 0.89258  , 0.86366  , 380.0  ,  4458   , 542  , 751  , 4249
rbf  , 0.0005  , 0.011  ,  0.8756  , 0.8763  , 0.88238  , 0.87043  , 408.0  ,  4426   , 574  , 707  , 4293
rbf  , 0.0006  , 0.001  ,  0.6769  , 0.75188  , 0.9806  , 0.60996  , 84.0  ,  4895   , 105  , 3121  , 1879
rbf  , 0.0006  , 0.002  ,  0.781  , 0.81482  , 0.96514  , 0.70516  , 139.0  ,  4801   , 199  , 2108  , 2892
rbf  , 0.0006  , 0.003  ,  0.8324  , 0.85042  , 0.95482  , 0.76671  , 176.0  ,  4760   , 240  , 1438  , 3562
rbf  , 0.0006  , 0.004  ,  0.8567  , 0.8684  , 0.94784  , 0.80141  , 206.0  ,  4703   , 297  , 1182  , 3818
rbf  , 0.0006  , 0.005  ,  0.8662  , 0.87518  , 0.94009  , 0.8188  , 241.0  ,  4673   , 327  , 1069  , 3931
rbf  , 0.0006  , 0.006  ,  0.8695  , 0.87656  , 0.92936  , 0.82959  , 269.0  ,  4616   , 384  , 994  , 4006
rbf  , 0.0006  , 0.007  ,  0.8722  , 0.87757  , 0.91877  , 0.84009  , 299.0  ,  4580   , 420  , 924  , 4076
rbf  , 0.0006  , 0.008  ,  0.8758  , 0.88  , 0.91298  , 0.84944  , 330.0  ,  4526   , 474  , 854  , 4146
rbf  , 0.0006  , 0.009  ,  0.8766  , 0.87974  , 0.90467  , 0.85629  , 358.0  ,  4493   , 507  , 809  , 4191
rbf  , 0.0006  , 0.01  ,  0.876  , 0.87777  , 0.89204  , 0.86409  , 387.0  ,  4464   , 536  , 760  , 4240
rbf  , 0.0006  , 0.011  ,  0.8768  , 0.87776  , 0.88611  , 0.86971  , 416.0  ,  4427   , 573  , 726  , 4274
rbf  , 0.0007  , 0.001  ,  0.6775  , 0.75218  , 0.98035  , 0.61043  , 84.0  ,  4898   , 102  , 3131  , 1869
rbf  , 0.0007  , 0.002  ,  0.7805  , 0.81474  , 0.96671  , 0.70419  , 141.0  ,  4814   , 186  , 2122  , 2878
rbf  , 0.0007  , 0.003  ,  0.8328  , 0.85078  , 0.95503  , 0.76715  , 178.0  ,  4753   , 247  , 1443  , 3557
rbf  , 0.0007  , 0.004  ,  0.8567  , 0.86833  , 0.94705  , 0.80185  , 210.0  ,  4711   , 289  , 1183  , 3817
rbf  , 0.0007  , 0.005  ,  0.8666  , 0.87567  , 0.94128  , 0.81872  , 243.0  ,  4670   , 330  , 1068  , 3932
rbf  , 0.0007  , 0.006  ,  0.8702  , 0.87729  , 0.93043  , 0.83008  , 273.0  ,  4627   , 373  , 997  , 4003
rbf  , 0.0007  , 0.007  ,  0.874  , 0.8796  , 0.92283  , 0.8404  , 303.0  ,  4582   , 418  , 919  , 4081
rbf  , 0.0007  , 0.008  ,  0.875  , 0.8792  , 0.91215  , 0.84867  , 336.0  ,  4533   , 467  , 869  , 4131
rbf  , 0.0007  , 0.009  ,  0.8754  , 0.87845  , 0.90243  , 0.85584  , 362.0  ,  4488   , 512  , 804  , 4196
rbf  , 0.0007  , 0.01  ,  0.8749  , 0.8769  , 0.89285  , 0.86166  , 392.0  ,  4461   , 539  , 771  , 4229
rbf  , 0.0007  , 0.011  ,  0.8769  , 0.87782  , 0.88578  , 0.87014  , 425.0  ,  4430   , 570  , 712  , 4288
rbf  , 0.0008  , 0.001  ,  0.6773  , 0.75209  , 0.98055  , 0.61026  , 84.0  ,  4898   , 102  , 3120  , 1880
rbf  , 0.0008  , 0.002  ,  0.7806  , 0.81455  , 0.96528  , 0.70469  , 142.0  ,  4807   , 193  , 2120  , 2880
rbf  , 0.0008  , 0.003  ,  0.8333  , 0.8512  , 0.95545  , 0.76757  , 177.0  ,  4758   , 242  , 1440  , 3560
rbf  , 0.0008  , 0.004  ,  0.8568  , 0.86846  , 0.94781  , 0.80153  , 212.0  ,  4712   , 288  , 1186  , 3814
rbf  , 0.0008  , 0.005  ,  0.8664  , 0.87531  , 0.93985  , 0.81921  , 245.0  ,  4672   , 328  , 1064  , 3936
rbf  , 0.0008  , 0.006  ,  0.8717  , 0.8787  , 0.93201  , 0.83133  , 276.0  ,  4622   , 378  , 981  , 4019
rbf  , 0.0008  , 0.007  ,  0.8727  , 0.87837  , 0.92161  , 0.83917  , 307.0  ,  4577   , 423  , 917  , 4083
rbf  , 0.0008  , 0.008  ,  0.8756  , 0.87999  , 0.91458  , 0.84807  , 335.0  ,  4533   , 467  , 867  , 4133
rbf  , 0.0008  , 0.009  ,  0.8758  , 0.87895  , 0.90366  , 0.85568  , 367.0  ,  4492   , 508  , 805  , 4195
rbf  , 0.0008  , 0.01  ,  0.8755  , 0.87757  , 0.89391  , 0.86195  , 397.0  ,  4457   , 543  , 766  , 4234
rbf  , 0.0008  , 0.011  ,  0.877  , 0.8779  , 0.8856  , 0.87047  , 428.0  ,  4427   , 573  , 711  , 4289
rbf  , 0.0009  , 0.001  ,  0.6779  , 0.75257  , 0.98117  , 0.61064  , 85.0  ,  4896   , 104  , 3117  , 1883
rbf  , 0.0009  , 0.002  ,  0.7803  , 0.81435  , 0.96517  , 0.70445  , 142.0  ,  4805   , 195  , 2114  , 2886
rbf  , 0.0009  , 0.003  ,  0.8331  , 0.85098  , 0.95483  , 0.7676  , 180.0  ,  4762   , 238  , 1435  , 3565
rbf  , 0.0009  , 0.004  ,  0.8571  , 0.86872  , 0.94799  , 0.80182  , 214.0  ,  4708   , 292  , 1193  , 3807
rbf  , 0.0009  , 0.005  ,  0.8656  , 0.87462  , 0.93946  , 0.81828  , 246.0  ,  4667   , 333  , 1058  , 3942
rbf  , 0.0009  , 0.006  ,  0.8709  , 0.87795  , 0.93103  , 0.83077  , 276.0  ,  4624   , 376  , 989  , 4011
rbf  , 0.0009  , 0.007  ,  0.8737  , 0.87935  , 0.923  , 0.83982  , 308.0  ,  4579   , 421  , 926  , 4074
rbf  , 0.0009  , 0.008  ,  0.8752  , 0.87942  , 0.91292  , 0.84842  , 340.0  ,  4531   , 469  , 869  , 4131
rbf  , 0.0009  , 0.009  ,  0.8753  , 0.87844  , 0.90292  , 0.8554  , 369.0  ,  4494   , 506  , 812  , 4188
rbf  , 0.0009  , 0.01  ,  0.8756  , 0.87763  , 0.89351  , 0.86244  , 400.0  ,  4462   , 538  , 760  , 4240
rbf  , 0.0009  , 0.011  ,  0.8766  , 0.87743  , 0.88454  , 0.87055  , 432.0  ,  4429   , 571  , 713  , 4287
rbf  , 0.001  , 0.001  ,  0.6772  , 0.75208  , 0.98076  , 0.61015  , 84.0  ,  4896   , 104  , 3122  , 1878
rbf  , 0.001  , 0.002  ,  0.7809  , 0.81489  , 0.96581  , 0.70492  , 144.0  ,  4811   , 189  , 2116  , 2884
rbf  , 0.001  , 0.003  ,  0.8337  , 0.8516  , 0.95605  , 0.76784  , 180.0  ,  4762   , 238  , 1439  , 3561
rbf  , 0.001  , 0.004  ,  0.8575  , 0.86913  , 0.94861  , 0.80207  , 213.0  ,  4712   , 288  , 1186  , 3814
rbf  , 0.001  , 0.005  ,  0.8663  , 0.87518  , 0.93964  , 0.81914  , 246.0  ,  4671   , 329  , 1069  , 3931
rbf  , 0.001  , 0.006  ,  0.8709  , 0.87784  , 0.9302  , 0.83123  , 276.0  ,  4624   , 376  , 988  , 4012
rbf  , 0.001  , 0.007  ,  0.8724  , 0.878  , 0.92079  , 0.83918  , 309.0  ,  4581   , 419  , 927  , 4073
rbf  , 0.001  , 0.008  ,  0.8741  , 0.87827  , 0.91097  , 0.84798  , 339.0  ,  4531   , 469  , 868  , 4132
rbf  , 0.001  , 0.009  ,  0.8745  , 0.87764  , 0.90212  , 0.85464  , 371.0  ,  4493   , 507  , 811  , 4189
rbf  , 0.001  , 0.01  ,  0.8752  , 0.87724  , 0.89331  , 0.86186  , 402.0  ,  4462   , 538  , 764  , 4236
rbf  , 0.001  , 0.011  ,  0.8762  , 0.87708  , 0.88469  , 0.86971  , 437.0  ,  4430   , 570  , 716  , 4284
rbf  , 0.0011  , 0.001  ,  0.6782  , 0.75277  , 0.98134  , 0.61082  , 85.0  ,  4897   , 103  , 3122  , 1878
rbf  , 0.0011  , 0.002  ,  0.78  , 0.8142  , 0.96551  , 0.70404  , 144.0  ,  4810   , 190  , 2111  , 2889
rbf  , 0.0011  , 0.003  ,  0.8331  , 0.851  , 0.95504  , 0.76753  , 181.0  ,  4755   , 245  , 1440  , 3560
rbf  , 0.0011  , 0.004  ,  0.8574  , 0.86892  , 0.94743  , 0.80256  , 215.0  ,  4708   , 292  , 1184  , 3816
rbf  , 0.0011  , 0.005  ,  0.8665  , 0.87535  , 0.93982  , 0.81931  , 246.0  ,  4667   , 333  , 1063  , 3937
rbf  , 0.0011  , 0.006  ,  0.87  , 0.87714  , 0.93077  , 0.82951  , 278.0  ,  4624   , 376  , 987  , 4013
rbf  , 0.0011  , 0.007  ,  0.8733  , 0.87891  , 0.92199  , 0.83983  , 311.0  ,  4578   , 422  , 925  , 4075
rbf  , 0.0011  , 0.008  ,  0.8748  , 0.87919  , 0.9136  , 0.84743  , 343.0  ,  4532   , 468  , 868  , 4132
rbf  , 0.0011  , 0.009  ,  0.8758  , 0.87892  , 0.90383  , 0.85549  , 374.0  ,  4493   , 507  , 812  , 4188
rbf  , 0.0011  , 0.01  ,  0.8763  , 0.87831  , 0.89445  , 0.86287  , 406.0  ,  4465   , 535  , 760  , 4240
rbf  , 0.0011  , 0.011  ,  0.8765  , 0.87732  , 0.88453  , 0.87035  , 439.0  ,  4436   , 564  , 709  , 4291
rbf  , 0.0012  , 0.001  ,  0.6774  , 0.75227  , 0.98115  , 0.61024  , 85.0  ,  4900   , 100  , 3122  , 1878
rbf  , 0.0012  , 0.002  ,  0.7809  , 0.81486  , 0.96574  , 0.70488  , 143.0  ,  4811   , 189  , 2115  , 2885
rbf  , 0.0012  , 0.003  ,  0.8334  , 0.85132  , 0.95566  , 0.76764  , 180.0  ,  4765   , 235  , 1435  , 3565
rbf  , 0.0012  , 0.004  ,  0.8562  , 0.86785  , 0.94645  , 0.80145  , 213.0  ,  4704   , 296  , 1189  , 3811
rbf  , 0.0012  , 0.005  ,  0.8667  , 0.87559  , 0.94007  , 0.81953  , 248.0  ,  4672   , 328  , 1068  , 3932
rbf  , 0.0012  , 0.006  ,  0.8706  , 0.87764  , 0.93079  , 0.83041  , 278.0  ,  4624   , 376  , 991  , 4009
rbf  , 0.0012  , 0.007  ,  0.8735  , 0.87909  , 0.92217  , 0.84001  , 312.0  ,  4575   , 425  , 918  , 4082
rbf  , 0.0012  , 0.008  ,  0.8756  , 0.87983  , 0.91353  , 0.84866  , 345.0  ,  4533   , 467  , 865  , 4135
rbf  , 0.0012  , 0.009  ,  0.8756  , 0.87871  , 0.90344  , 0.85545  , 377.0  ,  4495   , 505  , 805  , 4195
rbf  , 0.0012  , 0.01  ,  0.8763  , 0.87829  , 0.89408  , 0.86317  , 407.0  ,  4468   , 532  , 760  , 4240
rbf  , 0.0012  , 0.011  ,  0.8766  , 0.87743  , 0.8847  , 0.87039  , 440.0  ,  4439   , 561  , 714  , 4286
rbf  , 0.0013  , 0.001  ,  0.6775  , 0.75225  , 0.98075  , 0.61038  , 84.0  ,  4894   , 106  , 3111  , 1889
rbf  , 0.0013  , 0.002  ,  0.7803  , 0.81445  , 0.96575  , 0.70429  , 144.0  ,  4808   , 192  , 2115  , 2885
rbf  , 0.0013  , 0.003  ,  0.8335  , 0.85135  , 0.95543  , 0.76782  , 181.0  ,  4766   , 234  , 1436  , 3564
rbf  , 0.0013  , 0.004  ,  0.8566  , 0.86823  , 0.94706  , 0.80168  , 216.0  ,  4708   , 292  , 1188  , 3812
rbf  , 0.0013  , 0.005  ,  0.8662  , 0.87513  , 0.93967  , 0.81902  , 250.0  ,  4677   , 323  , 1066  , 3934
rbf  , 0.0013  , 0.006  ,  0.8711  , 0.87827  , 0.93244  , 0.83022  , 280.0  ,  4628   , 372  , 991  , 4009
rbf  , 0.0013  , 0.007  ,  0.8735  , 0.87908  , 0.92216  , 0.84001  , 314.0  ,  4584   , 416  , 921  , 4079
rbf  , 0.0013  , 0.008  ,  0.8749  , 0.87921  , 0.91316  , 0.84784  , 344.0  ,  4534   , 466  , 867  , 4133
rbf  , 0.0013  , 0.009  ,  0.8761  , 0.87918  , 0.904  , 0.85583  , 376.0  ,  4496   , 504  , 813  , 4187
rbf  , 0.0013  , 0.01  ,  0.8762  , 0.87816  , 0.89388  , 0.86312  , 408.0  ,  4461   , 539  , 759  , 4241
rbf  , 0.0013  , 0.011  ,  0.8767  , 0.87752  , 0.88472  , 0.87059  , 442.0  ,  4437   , 563  , 712  , 4288
rbf  , 0.0014  , 0.001  ,  0.6776  , 0.75227  , 0.98052  , 0.61047  , 84.0  ,  4896   , 104  , 3127  , 1873
rbf  , 0.0014  , 0.002  ,  0.7809  , 0.81494  , 0.96631  , 0.70471  , 144.0  ,  4808   , 192  , 2113  , 2887
rbf  , 0.0014  , 0.003  ,  0.8336  , 0.8515  , 0.9557  , 0.7679  , 181.0  ,  4753   , 247  , 1436  , 3564
rbf  , 0.0014  , 0.004  ,  0.857  , 0.86863  , 0.94767  , 0.80191  , 218.0  ,  4708   , 292  , 1184  , 3816
rbf  , 0.0014  , 0.005  ,  0.8657  , 0.8746  , 0.93884  , 0.81872  , 250.0  ,  4669   , 331  , 1066  , 3934
rbf  , 0.0014  , 0.006  ,  0.8705  , 0.8775  , 0.93038  , 0.83049  , 280.0  ,  4627   , 373  , 993  , 4007
rbf  , 0.0014  , 0.007  ,  0.8731  , 0.87877  , 0.92222  , 0.8394  , 314.0  ,  4581   , 419  , 925  , 4075
rbf  , 0.0014  , 0.008  ,  0.8754  , 0.87973  , 0.91376  , 0.84824  , 347.0  ,  4534   , 466  , 870  , 4130
rbf  , 0.0014  , 0.009  ,  0.8753  , 0.87842  , 0.90291  , 0.85539  , 378.0  ,  4494   , 506  , 818  , 4182
rbf  , 0.0014  , 0.01  ,  0.8754  , 0.87743  , 0.89332  , 0.86224  , 410.0  ,  4469   , 531  , 769  , 4231
rbf  , 0.0014  , 0.011  ,  0.8767  , 0.87757  , 0.88512  , 0.87028  , 443.0  ,  4433   , 567  , 720  , 4280

Best params: nu = 0.0006  , gamma = 0.008  , F1_score = 0.88  


New occurence at: 2021-03-02 12:20:44.157037, Trojan name: HT1_3 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0005  , 0.001  ,  0.65598  , 0.74016  , 0.98004  , 0.59464  , 84.0  ,  24445   , 555  , 16553  , 8447
rbf  , 0.0005  , 0.002  ,  0.77794  , 0.81297  , 0.96521  , 0.70224  , 141.0  ,  24125   , 875  , 10290  , 14710
